loan_id,origination_month,vintage_year,vintage_quarter,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,original_balance,original_term_months,state,loan_purpose,property_type,occupancy_type,servicer_name,source_system,document_status,interest_rate
W92BOXSR5HG6,2022-06-01,2022,2022Q2,748,740-799,54.68,<60%,33.57,30-36%,368000.0,180,TX,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,5.745
9FYAQ4GF9AQH,2020-04-01,2020,2020Q2,754,740-799,75.37,75-80%,29.71,<30%,471000.0,180,CA,Rate/Term Refinance,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.078
Y860XXUQ76WG,2023-05-01,2023,2023Q2,653,620-659,79.85,75-80%,41.09,36-43%,244000.0,360,MA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,7.896
S2FALPF1W00S,2020-05-01,2020,2020Q2,705,700-739,72.9,60-75%,27.9,<30%,537000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,2.936
IODPV47M8F4U,2019-02-01,2019,2019Q1,721,700-739,77.21,75-80%,36.26,36-43%,565000.0,360,IN,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.11
I9X5K85KKW54,2022-12-01,2022,2022Q4,705,700-739,89.1,80-90%,32.64,30-36%,450000.0,360,VA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.745
68RRVMWGN6Y5,2018-10-01,2018,2018Q4,764,740-799,62.65,60-75%,38.53,36-43%,390000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,4.808
ZBE0YMJY87GL,2023-12-01,2023,2023Q4,761,740-799,66.79,60-75%,42.9,36-43%,391000.0,180,OH,Rate/Term Refinance,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,7.459
PTDYUEN1C3S7,2021-10-01,2021,2021Q4,723,700-739,65.02,60-75%,30.91,30-36%,369000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.261
JRMWEPY2CLF0,2020-11-01,2020,2020Q4,756,740-799,78.05,75-80%,25.38,<30%,207000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Pending,3.075
Q0JGV35IL9AN,2019-05-01,2019,2019Q2,693,660-699,77.35,75-80%,33.07,30-36%,269000.0,240,OR,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.547
9RXLWV68MPM5,2019-03-01,2019,2019Q1,815,800+,66.44,60-75%,27.37,<30%,319000.0,360,IN,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,3.912
6U5JRVZ5QZAU,2019-02-01,2019,2019Q1,759,740-799,66.34,60-75%,38.46,36-43%,232000.0,360,SC,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.881
Y3JNYDQQM6MD,2022-12-01,2022,2022Q4,617,<620,78.35,75-80%,48.47,>43%,538000.0,180,MI,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.036
SSHAN6Z70K0R,2019-03-01,2019,2019Q1,778,740-799,61.01,60-75%,23.61,<30%,391000.0,180,MD,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.826
25QF3UGDF4A7,2018-03-01,2018,2018Q1,728,700-739,66.84,60-75%,31.52,30-36%,605000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,4.954
W8F62AZVIC39,2019-03-01,2019,2019Q1,744,740-799,66.16,60-75%,19.26,<30%,432000.0,360,WI,Rate/Term Refinance,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.097
8XAXT59ZBOJL,2021-08-01,2021,2021Q3,635,620-659,80.81,80-90%,27.57,<30%,205000.0,360,AL,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,4.087
OI0SKO6KAHTF,2020-11-01,2020,2020Q4,685,660-699,63.88,60-75%,47.06,>43%,515000.0,360,CA,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.844
XO5V9ILDXCJ6,2020-03-01,2020,2020Q1,807,800+,55.82,<60%,29.15,<30%,283000.0,360,NJ,Cash-Out Refinance,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.37
OPABYR0B07VM,2023-10-01,2023,2023Q4,652,620-659,76.47,75-80%,50.89,>43%,525000.0,240,CA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,7.91
66327Z18FPI5,2020-01-01,2020,2020Q1,677,660-699,74.47,60-75%,30.77,30-36%,551000.0,360,VA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.729
GC47883D9HE9,2022-12-01,2022,2022Q4,757,740-799,42.27,<60%,26.02,<30%,523000.0,360,MN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,5.532
9M24T9CKZRYI,2018-09-01,2018,2018Q3,698,660-699,69.26,60-75%,41.57,36-43%,475000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.108
AXI6FHVR79AY,2021-04-01,2021,2021Q2,760,740-799,56.98,<60%,45.01,>43%,382000.0,180,OH,Cash-Out Refinance,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.309
KZZEY4P23UBG,2018-10-01,2018,2018Q4,629,620-659,92.21,90-97%,43.12,>43%,329000.0,360,CA,Cash-Out Refinance,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.36
UEEXKGWI4HR1,2018-06-01,2018,2018Q2,675,660-699,73.54,60-75%,37.16,36-43%,626000.0,180,VA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,5.249
Y9RFMURZNULJ,2022-01-01,2022,2022Q1,710,700-739,65.81,60-75%,32.78,30-36%,362000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.619
I4S12A7RG9VQ,2022-01-01,2022,2022Q1,661,660-699,67.58,60-75%,31.93,30-36%,289000.0,360,OK,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,6.076
4AM0WXJB7QLJ,2021-06-01,2021,2021Q2,642,620-659,76.34,75-80%,42.66,36-43%,384000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,3.886
XB5WSLM9NSD9,2020-09-01,2020,2020Q3,706,700-739,91.48,90-97%,21.99,<30%,488000.0,360,TX,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,3.814
37F30P4BBVNP,2019-08-01,2019,2019Q3,723,700-739,72.88,60-75%,39.99,36-43%,482000.0,360,KY,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,4.387
YH3GUCF2VCQ6,2022-09-01,2022,2022Q3,736,700-739,70.25,60-75%,34.48,30-36%,228000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.619
Z74XZ41CB6HX,2019-02-01,2019,2019Q1,663,660-699,83.65,80-90%,26.02,<30%,476000.0,360,OH,Home Purchase,Single-Family Detached,Investment Property,Northgate Financial Servicing,CoreServicing,Complete,4.612
7RJOANV0NX9Q,2020-12-01,2020,2020Q4,739,700-739,71.24,60-75%,29.77,<30%,417000.0,360,TN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,3.445
LU9GQP9B2R6L,2023-08-01,2023,2023Q3,688,660-699,74.55,60-75%,45.59,>43%,293000.0,180,CO,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,7.561
E6HPD754B61E,2022-01-01,2022,2022Q1,844,800+,71.29,60-75%,21.81,<30%,249000.0,180,MO,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.357
EDJ8283JYCK4,2023-01-01,2023,2023Q1,731,700-739,78.08,75-80%,27.84,<30%,537000.0,360,NY,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Pending,7.381
WKQHSIFRCNJZ,2019-03-01,2019,2019Q1,637,620-659,79.99,75-80%,45.88,>43%,555000.0,360,PA,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.505
6H1ZNU2QL1FJ,2018-02-01,2018,2018Q1,619,<620,75.73,75-80%,44.96,>43%,563000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Pending,6.035
HZWNOYP02U5W,2022-12-01,2022,2022Q4,702,700-739,87.16,80-90%,27.18,<30%,212000.0,360,MI,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.682
5Q6UWV64QRI2,2021-05-01,2021,2021Q2,815,800+,50.77,<60%,15.69,<30%,307000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,2.727
5DHRLKYJ9UGE,2022-09-01,2022,2022Q3,697,660-699,65.1,60-75%,34.92,30-36%,336000.0,360,TX,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,6.05
DQNDUMXMWI9A,2023-01-01,2023,2023Q1,696,660-699,73.52,60-75%,30.16,30-36%,550000.0,360,IL,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,7.635
H85RAYYZBY9E,2020-03-01,2020,2020Q1,722,700-739,70.17,60-75%,41.84,36-43%,434000.0,360,MO,Rate/Term Refinance,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.766
626XN3WX3YAM,2018-08-01,2018,2018Q3,691,660-699,67.16,60-75%,24.06,<30%,306000.0,180,FL,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.343
K3848GG3136N,2023-10-01,2023,2023Q4,691,660-699,64.41,60-75%,26.07,<30%,349000.0,360,NY,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,7.562
2SWPR4CLKUUN,2019-10-01,2019,2019Q4,726,700-739,56.75,<60%,42.39,36-43%,421000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,4.387
SUS998F35PY6,2018-12-01,2018,2018Q4,708,700-739,73.82,60-75%,28.12,<30%,426000.0,360,MI,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.797
S33IPG4CDGQN,2021-06-01,2021,2021Q2,738,700-739,71.48,60-75%,28.45,<30%,584000.0,360,KY,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,3.202
4BY4OEGRKA2Z,2018-02-01,2018,2018Q1,710,700-739,59.06,<60%,22.54,<30%,541000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,4.883
FIMYS4DO8VYD,2018-05-01,2018,2018Q2,644,620-659,82.99,80-90%,40.2,36-43%,504000.0,240,IN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.713
IQJW4Y6TOSGG,2022-07-01,2022,2022Q3,752,740-799,62.04,60-75%,35.46,30-36%,254000.0,360,VA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,5.315
VJEUXEEK3NYP,2018-07-01,2018,2018Q3,694,660-699,67.05,60-75%,38.24,36-43%,260000.0,360,CT,Home Purchase,Single-Family Detached,Second Home,Cornerstone Loan Servicing,CoreServicing,Complete,5.342
ZL6SG8G3EJZG,2021-08-01,2021,2021Q3,697,660-699,69.63,60-75%,35.94,30-36%,236000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.669
Q73400EJKE0N,2020-09-01,2020,2020Q3,693,660-699,74.14,60-75%,33.39,30-36%,381000.0,360,SC,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.79
HMFIK8IY2223,2018-08-01,2018,2018Q3,635,620-659,81.4,80-90%,35.04,30-36%,281000.0,360,MO,Rate/Term Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,VendorAPI,Complete,5.468
QUD9LMCNKAOE,2023-08-01,2023,2023Q3,649,620-659,77.35,75-80%,44.42,>43%,404000.0,240,SC,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,7.945
EUDY5AVIAUNP,2018-12-01,2018,2018Q4,709,700-739,69.37,60-75%,30.84,30-36%,424000.0,360,MA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Pending,5.122
92TE9VF5ESIW,2021-11-01,2021,2021Q4,732,700-739,50.82,<60%,37.21,36-43%,359000.0,360,FL,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.484
3H8GH4R1YAC1,2018-10-01,2018,2018Q4,606,<620,70.74,60-75%,37.79,36-43%,449000.0,360,PA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,6.22
8EOW5VMB70VI,2021-07-01,2021,2021Q3,807,800+,80.09,80-90%,34.63,30-36%,268000.0,240,CA,Cash-Out Refinance,Condominium,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,2.86
O19DGYV8ZJR4,2019-01-01,2019,2019Q1,718,700-739,56.77,<60%,34.18,30-36%,202000.0,240,CA,Rate/Term Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.208
OZTIAKNYGPEI,2023-04-01,2023,2023Q2,672,660-699,70.13,60-75%,38.28,36-43%,262000.0,240,KY,Cash-Out Refinance,Condominium,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,7.472
W3I0U78O7EOL,2020-10-01,2020,2020Q4,676,660-699,84.67,80-90%,24.9,<30%,443000.0,360,MD,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.666
IA1KSOQ46SSK,2018-01-01,2018,2018Q1,704,700-739,66.77,60-75%,32.06,30-36%,623000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,5.036
0KZYI79J2EFV,2018-04-01,2018,2018Q2,715,700-739,63.62,60-75%,35.06,30-36%,552000.0,240,IL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.557
8NPLEDPHR2U0,2021-04-01,2021,2021Q2,689,660-699,70.01,60-75%,32.85,30-36%,312000.0,360,FL,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,3.463
SYJI7MO574ED,2021-02-01,2021,2021Q1,692,660-699,68.79,60-75%,35.89,30-36%,463000.0,180,FL,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.634
RKDYZD6R787X,2019-12-01,2019,2019Q4,686,660-699,70.74,60-75%,47.3,>43%,208000.0,240,MN,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.39
EM0W32JWUADY,2021-08-01,2021,2021Q3,721,700-739,69.66,60-75%,35.17,30-36%,566000.0,360,UT,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.115
28YSF1PYUEP8,2022-10-01,2022,2022Q4,649,620-659,75.64,75-80%,36.99,36-43%,400000.0,360,PA,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Missing,6.534
U5OQUYV476DU,2022-05-01,2022,2022Q2,638,620-659,83.88,80-90%,37.18,36-43%,438000.0,180,MO,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,6.316
WMDP2UQ3WH1J,2022-06-01,2022,2022Q2,682,660-699,71.46,60-75%,54.06,>43%,175000.0,360,TX,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,5.768
UIM8WTY7KPR1,2023-09-01,2023,2023Q3,667,660-699,59.49,<60%,25.39,<30%,392000.0,360,TN,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,7.367
DBCK22WWTNC7,2019-03-01,2019,2019Q1,738,700-739,83.34,80-90%,29.64,<30%,627000.0,360,CA,Home Purchase,Single-Family Detached,Investment Property,Northgate Financial Servicing,LegacySFTP,Complete,4.151
EGV1RPASET2Y,2018-06-01,2018,2018Q2,764,740-799,75.79,75-80%,30.73,30-36%,371000.0,240,NY,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,4.967
1LEQHLN226NZ,2018-09-01,2018,2018Q3,687,660-699,77.69,75-80%,43.12,>43%,325000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.955
YWP6B2SRE7XF,2018-03-01,2018,2018Q1,720,700-739,67.13,60-75%,32.74,30-36%,307000.0,360,CA,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.979
DYMYJHR3Z8W8,2019-10-01,2019,2019Q4,798,740-799,68.28,60-75%,35.22,30-36%,263000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.278
KFG3DBHIA9B1,2018-11-01,2018,2018Q4,727,700-739,74.94,60-75%,35.03,30-36%,346000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.84
BBCIWOHH2XA6,2023-07-01,2023,2023Q3,745,740-799,77.29,75-80%,35.23,30-36%,222000.0,360,IL,Cash-Out Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.736
KBWHJVPN3Q9Y,2020-01-01,2020,2020Q1,665,660-699,81.42,80-90%,38.28,36-43%,391000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.953
KWM1DYLEM8O4,2019-04-01,2019,2019Q2,685,660-699,97.62,90-97%,28.6,<30%,489000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.577
ZQP1GVAD5NFX,2021-02-01,2021,2021Q1,748,740-799,62.96,60-75%,32.72,30-36%,290000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.131
INIGIVLR1NVD,2020-07-01,2020,2020Q3,824,800+,54.86,<60%,21.24,<30%,382000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,2.917
EN7WHGUPBAR7,2018-01-01,2018,2018Q1,699,660-699,67.47,60-75%,41.45,36-43%,328000.0,360,PA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.171
I35RX05HRU8Z,2023-10-01,2023,2023Q4,673,660-699,83.07,80-90%,29.12,<30%,384000.0,360,TX,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,7.307
PX2Z1JTZNHZK,2022-02-01,2022,2022Q1,610,<620,80.95,80-90%,31.2,30-36%,457000.0,360,VA,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,6.551
5R4D9DPPTSKF,2022-12-01,2022,2022Q4,775,740-799,54.53,<60%,22.19,<30%,386000.0,360,TX,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.219
RHHGKNPE51K4,2023-09-01,2023,2023Q3,721,700-739,67.86,60-75%,23.48,<30%,450000.0,360,TX,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,6.844
0Y0ZY05OJ41Y,2023-04-01,2023,2023Q2,801,800+,56.88,<60%,26.51,<30%,401000.0,180,NY,Cash-Out Refinance,Condominium,Second Home,Beacon Home Loans,VendorAPI,Pending,6.883
IM1HLDF4K77T,2019-06-01,2019,2019Q2,689,660-699,82.13,80-90%,40.53,36-43%,450000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Pending,4.452
KCOFPKVDG51J,2022-07-01,2022,2022Q3,659,620-659,75.73,75-80%,37.02,36-43%,374000.0,180,CA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,6.658
98S0GGTOF2FX,2018-01-01,2018,2018Q1,737,700-739,61.18,60-75%,46.24,>43%,376000.0,360,TN,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Pending,4.973
CJ1VU22DVH3E,2020-03-01,2020,2020Q1,662,660-699,78.24,75-80%,30.53,30-36%,425000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.77
FZZF8V4ZICUX,2022-07-01,2022,2022Q3,635,620-659,72.97,60-75%,33.02,30-36%,327000.0,360,MI,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,6.709
0775FK0M0CC6,2022-03-01,2022,2022Q1,679,660-699,68.08,60-75%,41.43,36-43%,391000.0,360,FL,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,VendorAPI,Complete,5.708
SRP3WMPTUN2Z,2022-08-01,2022,2022Q3,661,660-699,70.49,60-75%,35.22,30-36%,248000.0,360,FL,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,6.356
OI7DT6OS4K90,2022-07-01,2022,2022Q3,749,740-799,72.39,60-75%,31.91,30-36%,181000.0,360,TX,Rate/Term Refinance,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.303
BIRBOPD8XDBV,2018-04-01,2018,2018Q2,628,620-659,71.19,60-75%,31.12,30-36%,346000.0,360,TX,Home Purchase,Single-Family Detached,Investment Property,Cornerstone Loan Servicing,CoreServicing,Complete,5.827
6LZMV9MIOIR8,2021-06-01,2021,2021Q2,765,740-799,73.79,60-75%,25.79,<30%,256000.0,360,NC,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,LegacySFTP,Complete,2.84
EGVN68F9ZDQM,2021-09-01,2021,2021Q3,672,660-699,70.12,60-75%,31.05,30-36%,647000.0,360,MI,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Complete,3.641
J17Z18VZ3PPX,2018-12-01,2018,2018Q4,723,700-739,70.31,60-75%,48.29,>43%,256000.0,240,FL,Home Purchase,Single-Family Detached,Investment Property,Meridian Residential Capital,CoreServicing,Complete,5.12
423PJ552ZFR2,2019-06-01,2019,2019Q2,762,740-799,80.93,80-90%,37.34,36-43%,435000.0,240,TX,Home Purchase,PUD,Investment Property,Meridian Residential Capital,CoreServicing,Complete,4.174
UNQNUCZ8FQR7,2020-12-01,2020,2020Q4,679,660-699,82.09,80-90%,35.53,30-36%,263000.0,360,NY,Cash-Out Refinance,Condominium,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,3.736
GF2LVEYN8Y32,2021-10-01,2021,2021Q4,781,740-799,71.22,60-75%,32.35,30-36%,332000.0,360,CA,Home Purchase,PUD,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,3.452
